Protein Code,Docking Score
1329.pdbqt,-8.172
7878.pdbqt,-8.172
4618.pdbqt,-8.172
3755.pdbqt,-8.172
4260.pdbqt,-8.172
5141.pdbqt,-8.172
6425.pdbqt,-8.172
3492.pdbqt,-8.172
2414.pdbqt,-8.171
3039.pdbqt,-8.171
3080.pdbqt,-8.171
6710.pdbqt,-8.171
5412.pdbqt,-8.171
2231.pdbqt,-8.171
2952.pdbqt,-8.171
8967.pdbqt,-8.171
4117.pdbqt,-8.171
1356.pdbqt,-8.171
9007.pdbqt,-8.17
6090.pdbqt,-8.17
6306.pdbqt,-8.17
3724.pdbqt,-8.17
5064.pdbqt,-8.17
7236.pdbqt,-8.17
8196.pdbqt,-8.17
2514.pdbqt,-8.17
802.pdbqt,-8.169
76.pdbqt,-8.169
6140.pdbqt,-8.169
4115.pdbqt,-8.169
5490.pdbqt,-8.169
7271.pdbqt,-8.169
7269.pdbqt,-8.169
1337.pdbqt,-8.169
4466.pdbqt,-8.169
1843.pdbqt,-8.169
3771.pdbqt,-8.169
164.pdbqt,-8.168
6037.pdbqt,-8.168
5545.pdbqt,-8.168
8027.pdbqt,-8.168
8932.pdbqt,-8.168
2058.pdbqt,-8.168
7941.pdbqt,-8.167
2969.pdbqt,-8.167
2971.pdbqt,-8.167
4615.pdbqt,-8.167
8441.pdbqt,-8.167
2912.pdbqt,-8.167
6042.pdbqt,-8.167
5277.pdbqt,-8.166
5543.pdbqt,-8.166
5591.pdbqt,-8.166
2001.pdbqt,-8.166
563.pdbqt,-8.166
6258.pdbqt,-8.166
3237.pdbqt,-8.166
4305.pdbqt,-8.165
951.pdbqt,-8.165
6352.pdbqt,-8.165
7848.pdbqt,-8.164
5990.pdbqt,-8.164
3221.pdbqt,-8.164
5741.pdbqt,-8.163
3054.pdbqt,-8.163
768.pdbqt,-8.163
3268.pdbqt,-8.163
104.pdbqt,-8.162
976.pdbqt,-8.162
8349.pdbqt,-8.162
3167.pdbqt,-8.162
3420.pdbqt,-8.162
2029.pdbqt,-8.162
3647.pdbqt,-8.162
4138.pdbqt,-8.162
930.pdbqt,-8.161
2445.pdbqt,-8.161
3686.pdbqt,-8.161
6342.pdbqt,-8.161
3193.pdbqt,-8.161
4743.pdbqt,-8.161
6670.pdbqt,-8.161
8564.pdbqt,-8.161
7095.pdbqt,-8.161
2377.pdbqt,-8.16
4734.pdbqt,-8.16
3612.pdbqt,-8.16
530.pdbqt,-8.159
6288.pdbqt,-8.159
4521.pdbqt,-8.159
894.pdbqt,-8.159
5601.pdbqt,-8.159
4985.pdbqt,-8.158
3537.pdbqt,-8.158
2451.pdbqt,-8.158
647.pdbqt,-8.158
8695.pdbqt,-8.158
8346.pdbqt,-8.158
1204.pdbqt,-8.157
8150.pdbqt,-8.157
4251.pdbqt,-8.157
7335.pdbqt,-8.157
3776.pdbqt,-8.157
8610.pdbqt,-8.157
241.pdbqt,-8.157
4637.pdbqt,-8.157
4481.pdbqt,-8.157
2643.pdbqt,-8.157
2948.pdbqt,-8.157
3782.pdbqt,-8.156
2600.pdbqt,-8.156
8491.pdbqt,-8.156
7791.pdbqt,-8.156
5903.pdbqt,-8.156
9134.pdbqt,-8.156
7962.pdbqt,-8.156
6348.pdbqt,-8.156
2572.pdbqt,-8.156
1700.pdbqt,-8.155
8626.pdbqt,-8.155
2885.pdbqt,-8.155
4089.pdbqt,-8.155
1299.pdbqt,-8.155
6725.pdbqt,-8.155
6686.pdbqt,-8.154
6827.pdbqt,-8.154
1090.pdbqt,-8.154
2760.pdbqt,-8.154
5648.pdbqt,-8.154
7486.pdbqt,-8.154
9049.pdbqt,-8.154
4070.pdbqt,-8.153
328.pdbqt,-8.153
6345.pdbqt,-8.153
4942.pdbqt,-8.153
6611.pdbqt,-8.153
6308.pdbqt,-8.152
8888.pdbqt,-8.152
9059.pdbqt,-8.152
6903.pdbqt,-8.152
4369.pdbqt,-8.152
353.pdbqt,-8.151
3330.pdbqt,-8.151
7677.pdbqt,-8.151
1232.pdbqt,-8.151
2855.pdbqt,-8.151
5208.pdbqt,-8.15
1078.pdbqt,-8.15
4506.pdbqt,-8.15
3098.pdbqt,-8.149
7881.pdbqt,-8.149
6855.pdbqt,-8.149
8654.pdbqt,-8.149
464.pdbqt,-8.149
8814.pdbqt,-8.149
6246.pdbqt,-8.149
4060.pdbqt,-8.149
7235.pdbqt,-8.149
6821.pdbqt,-8.148
7032.pdbqt,-8.148
5372.pdbqt,-8.148
3734.pdbqt,-8.147
5052.pdbqt,-8.147
6498.pdbqt,-8.147
8335.pdbqt,-8.147
8489.pdbqt,-8.147
8782.pdbqt,-8.146
3581.pdbqt,-8.146
1103.pdbqt,-8.146
5456.pdbqt,-8.145
4813.pdbqt,-8.144
6990.pdbqt,-8.144
7369.pdbqt,-8.144
2048.pdbqt,-8.144
3866.pdbqt,-8.144
2993.pdbqt,-8.143
2011.pdbqt,-8.143
4978.pdbqt,-8.143
1665.pdbqt,-8.142
260.pdbqt,-8.142
8791.pdbqt,-8.142
1779.pdbqt,-8.142
4118.pdbqt,-8.142
3179.pdbqt,-8.142
122.pdbqt,-8.142
3147.pdbqt,-8.142
6185.pdbqt,-8.141
4334.pdbqt,-8.141
5875.pdbqt,-8.141
5686.pdbqt,-8.141
504.pdbqt,-8.141
7683.pdbqt,-8.141
8473.pdbqt,-8.14
3451.pdbqt,-8.14
1322.pdbqt,-8.14
8116.pdbqt,-8.14
1271.pdbqt,-8.14
983.pdbqt,-8.14
6321.pdbqt,-8.139
8575.pdbqt,-8.139
3163.pdbqt,-8.139
5523.pdbqt,-8.139
8601.pdbqt,-8.139
1968.pdbqt,-8.138
8431.pdbqt,-8.138
4190.pdbqt,-8.138
6009.pdbqt,-8.138
6940.pdbqt,-8.138
4441.pdbqt,-8.137
1158.pdbqt,-8.137
2418.pdbqt,-8.137
2735.pdbqt,-8.137
8602.pdbqt,-8.137
532.pdbqt,-8.137
4939.pdbqt,-8.137
3015.pdbqt,-8.136
8857.pdbqt,-8.136
4181.pdbqt,-8.136
1188.pdbqt,-8.136
4731.pdbqt,-8.136
7197.pdbqt,-8.136
7403.pdbqt,-8.136
5348.pdbqt,-8.136
8568.pdbqt,-8.135
5453.pdbqt,-8.135
5643.pdbqt,-8.135
3602.pdbqt,-8.135
6099.pdbqt,-8.135
8651.pdbqt,-8.134
7819.pdbqt,-8.134
8118.pdbqt,-8.134
1975.pdbqt,-8.134
2438.pdbqt,-8.134
3467.pdbqt,-8.133
8909.pdbqt,-8.133
8400.pdbqt,-8.133
8633.pdbqt,-8.133
2148.pdbqt,-8.132
1021.pdbqt,-8.131
3149.pdbqt,-8.131
9077.pdbqt,-8.131
8842.pdbqt,-8.131
2168.pdbqt,-8.13
2099.pdbqt,-8.13
2271.pdbqt,-8.13
5014.pdbqt,-8.13
1125.pdbqt,-8.13
3514.pdbqt,-8.129
2063.pdbqt,-8.129
5994.pdbqt,-8.129
8360.pdbqt,-8.129
5145.pdbqt,-8.129
7182.pdbqt,-8.129
8369.pdbqt,-8.128
6567.pdbqt,-8.128
1039.pdbqt,-8.128
6592.pdbqt,-8.127
6777.pdbqt,-8.127
4499.pdbqt,-8.127
6788.pdbqt,-8.127
1497.pdbqt,-8.127
4593.pdbqt,-8.127
2065.pdbqt,-8.127
2873.pdbqt,-8.126
323.pdbqt,-8.126
2654.pdbqt,-8.126
6696.pdbqt,-8.126
8212.pdbqt,-8.125
6108.pdbqt,-8.125
2557.pdbqt,-8.125
8152.pdbqt,-8.125
592.pdbqt,-8.125
5165.pdbqt,-8.124
4864.pdbqt,-8.124
2963.pdbqt,-8.123
4380.pdbqt,-8.123
5201.pdbqt,-8.123
8041.pdbqt,-8.123
5604.pdbqt,-8.123
2167.pdbqt,-8.123
3910.pdbqt,-8.122
1599.pdbqt,-8.122
7117.pdbqt,-8.122
4569.pdbqt,-8.122
6962.pdbqt,-8.121
7469.pdbqt,-8.121
544.pdbqt,-8.121
6746.pdbqt,-8.121
1133.pdbqt,-8.121
5849.pdbqt,-8.12
5614.pdbqt,-8.12
6797.pdbqt,-8.12
5596.pdbqt,-8.12
5957.pdbqt,-8.12
2376.pdbqt,-8.12
6263.pdbqt,-8.12
3026.pdbqt,-8.12
501.pdbqt,-8.12
3730.pdbqt,-8.119
2400.pdbqt,-8.119
8437.pdbqt,-8.119
1681.pdbqt,-8.119
7017.pdbqt,-8.119
7479.pdbqt,-8.119
8539.pdbqt,-8.118
4275.pdbqt,-8.118
2369.pdbqt,-8.118
8703.pdbqt,-8.118
5040.pdbqt,-8.118
5263.pdbqt,-8.118
8333.pdbqt,-8.118
4362.pdbqt,-8.118
5454.pdbqt,-8.118
3711.pdbqt,-8.118
3203.pdbqt,-8.118
560.pdbqt,-8.117
2955.pdbqt,-8.117
1064.pdbqt,-8.116
4444.pdbqt,-8.116
468.pdbqt,-8.116
2767.pdbqt,-8.116
3813.pdbqt,-8.116
3941.pdbqt,-8.116
1378.pdbqt,-8.116
27.pdbqt,-8.116
6691.pdbqt,-8.115
7559.pdbqt,-8.115
2681.pdbqt,-8.115
184.pdbqt,-8.115
1592.pdbqt,-8.115
8701.pdbqt,-8.115
4068.pdbqt,-8.115
3615.pdbqt,-8.114
1504.pdbqt,-8.114
7310.pdbqt,-8.114
7356.pdbqt,-8.114
5917.pdbqt,-8.114
157.pdbqt,-8.114
4436.pdbqt,-8.114
5343.pdbqt,-8.113
6365.pdbqt,-8.113
6744.pdbqt,-8.113
1524.pdbqt,-8.113
4147.pdbqt,-8.113
4739.pdbqt,-8.113
5808.pdbqt,-8.113
2478.pdbqt,-8.113
3343.pdbqt,-8.113
6688.pdbqt,-8.112
4547.pdbqt,-8.112
2209.pdbqt,-8.112
8167.pdbqt,-8.112
3822.pdbqt,-8.112
7794.pdbqt,-8.112
7435.pdbqt,-8.112
3023.pdbqt,-8.111
7558.pdbqt,-8.111
250.pdbqt,-8.111
1662.pdbqt,-8.11
6713.pdbqt,-8.11
4226.pdbqt,-8.11
6605.pdbqt,-8.11
8166.pdbqt,-8.11
5918.pdbqt,-8.11
6198.pdbqt,-8.11
4344.pdbqt,-8.109
8913.pdbqt,-8.109
1291.pdbqt,-8.109
2700.pdbqt,-8.109
1097.pdbqt,-8.108
2289.pdbqt,-8.108
7842.pdbqt,-8.108
3351.pdbqt,-8.108
2046.pdbqt,-8.108
8694.pdbqt,-8.108
7194.pdbqt,-8.108
3726.pdbqt,-8.108
5580.pdbqt,-8.107
1994.pdbqt,-8.107
6776.pdbqt,-8.107
3614.pdbqt,-8.107
8009.pdbqt,-8.106
7563.pdbqt,-8.105
5057.pdbqt,-8.105
4165.pdbqt,-8.105
2711.pdbqt,-8.105
2419.pdbqt,-8.104
4053.pdbqt,-8.104
4873.pdbqt,-8.103
4498.pdbqt,-8.103
5537.pdbqt,-8.103
759.pdbqt,-8.103
9021.pdbqt,-8.103
4082.pdbqt,-8.103
755.pdbqt,-8.102
494.pdbqt,-8.102
1793.pdbqt,-8.102
7806.pdbqt,-8.102
272.pdbqt,-8.102
392.pdbqt,-8.102
7594.pdbqt,-8.101
8877.pdbqt,-8.101
6426.pdbqt,-8.101
5085.pdbqt,-8.101
3977.pdbqt,-8.101
6960.pdbqt,-8.101
5704.pdbqt,-8.101
6330.pdbqt,-8.1
7746.pdbqt,-8.1
8650.pdbqt,-8.1
3076.pdbqt,-8.1
1888.pdbqt,-8.1
6765.pdbqt,-8.1
6475.pdbqt,-8.1
1205.pdbqt,-8.099
2481.pdbqt,-8.099
1925.pdbqt,-8.098
888.pdbqt,-8.098
192.pdbqt,-8.098
4280.pdbqt,-8.098
7446.pdbqt,-8.098
7509.pdbqt,-8.097
5156.pdbqt,-8.097
1929.pdbqt,-8.097
5128.pdbqt,-8.096
4788.pdbqt,-8.096
3517.pdbqt,-8.096
1990.pdbqt,-8.096
1871.pdbqt,-8.095
971.pdbqt,-8.095
8338.pdbqt,-8.095
7401.pdbqt,-8.095
4522.pdbqt,-8.095
2043.pdbqt,-8.094
6652.pdbqt,-8.094
6694.pdbqt,-8.094
7633.pdbqt,-8.094
5668.pdbqt,-8.094
24.pdbqt,-8.094
2660.pdbqt,-8.094
7073.pdbqt,-8.093
8114.pdbqt,-8.093
765.pdbqt,-8.093
3585.pdbqt,-8.093
1213.pdbqt,-8.093
6295.pdbqt,-8.093
7159.pdbqt,-8.092
7918.pdbqt,-8.092
7915.pdbqt,-8.092
2922.pdbqt,-8.091
3572.pdbqt,-8.091
776.pdbqt,-8.091
596.pdbqt,-8.091
4109.pdbqt,-8.091
4189.pdbqt,-8.091
220.pdbqt,-8.09
9068.pdbqt,-8.09
3650.pdbqt,-8.09
4636.pdbqt,-8.09
7866.pdbqt,-8.09
5083.pdbqt,-8.09
2096.pdbqt,-8.089
607.pdbqt,-8.089
722.pdbqt,-8.088
315.pdbqt,-8.088
4874.pdbqt,-8.088
5474.pdbqt,-8.088
3562.pdbqt,-8.088
1150.pdbqt,-8.088
8230.pdbqt,-8.088
7597.pdbqt,-8.087
4284.pdbqt,-8.087
2915.pdbqt,-8.086
2094.pdbqt,-8.086
4768.pdbqt,-8.086
3117.pdbqt,-8.085
6873.pdbqt,-8.085
9138.pdbqt,-8.085
1076.pdbqt,-8.085
9142.pdbqt,-8.085
8648.pdbqt,-8.085
981.pdbqt,-8.085
3979.pdbqt,-8.084
342.pdbqt,-8.084
2458.pdbqt,-8.084
6787.pdbqt,-8.084
8729.pdbqt,-8.084
7361.pdbqt,-8.084
5429.pdbqt,-8.084
8557.pdbqt,-8.084
3387.pdbqt,-8.084
5408.pdbqt,-8.083
2261.pdbqt,-8.083
5144.pdbqt,-8.083
4817.pdbqt,-8.083
3089.pdbqt,-8.083
4385.pdbqt,-8.083
1991.pdbqt,-8.083
3893.pdbqt,-8.083
1773.pdbqt,-8.082
7104.pdbqt,-8.082
4139.pdbqt,-8.082
5460.pdbqt,-8.082
269.pdbqt,-8.082
6072.pdbqt,-8.082
6893.pdbqt,-8.082
8341.pdbqt,-8.082
6838.pdbqt,-8.081
1920.pdbqt,-8.081
6764.pdbqt,-8.081
6150.pdbqt,-8.081
473.pdbqt,-8.081
7320.pdbqt,-8.081
7968.pdbqt,-8.08
4012.pdbqt,-8.08
7464.pdbqt,-8.08
8329.pdbqt,-8.08
8221.pdbqt,-8.08
5551.pdbqt,-8.08
6661.pdbqt,-8.08
4819.pdbqt,-8.079
93.pdbqt,-8.079
3049.pdbqt,-8.079
626.pdbqt,-8.079
540.pdbqt,-8.078
6030.pdbqt,-8.078
7610.pdbqt,-8.078
6119.pdbqt,-8.077
4058.pdbqt,-8.077
3474.pdbqt,-8.077
6169.pdbqt,-8.077
117.pdbqt,-8.077
7051.pdbqt,-8.076
6181.pdbqt,-8.076
1442.pdbqt,-8.075
2981.pdbqt,-8.075
4.pdbqt,-8.075
8526.pdbqt,-8.074
871.pdbqt,-8.074
7447.pdbqt,-8.074
1673.pdbqt,-8.074
8189.pdbqt,-8.074
6459.pdbqt,-8.074
186.pdbqt,-8.073
1280.pdbqt,-8.073
8518.pdbqt,-8.073
8170.pdbqt,-8.073
1735.pdbqt,-8.073
6921.pdbqt,-8.073
3254.pdbqt,-8.073
6968.pdbqt,-8.073
316.pdbqt,-8.072
8193.pdbqt,-8.072
8733.pdbqt,-8.072
6054.pdbqt,-8.072
1980.pdbqt,-8.072
3018.pdbqt,-8.072
2282.pdbqt,-8.072
517.pdbqt,-8.071
7380.pdbqt,-8.071
5217.pdbqt,-8.071
9063.pdbqt,-8.071
7833.pdbqt,-8.071
6942.pdbqt,-8.071
5844.pdbqt,-8.07
4674.pdbqt,-8.07
8151.pdbqt,-8.07
1965.pdbqt,-8.07
9044.pdbqt,-8.07
1847.pdbqt,-8.069
2262.pdbqt,-8.069
5232.pdbqt,-8.069
3719.pdbqt,-8.068
6078.pdbqt,-8.068
1489.pdbqt,-8.068
6703.pdbqt,-8.068
7202.pdbqt,-8.068
7031.pdbqt,-8.068
2190.pdbqt,-8.067
8330.pdbqt,-8.067
2443.pdbqt,-8.067
4974.pdbqt,-8.067
6755.pdbqt,-8.067
4026.pdbqt,-8.067
278.pdbqt,-8.066
1017.pdbqt,-8.066
2025.pdbqt,-8.066
6720.pdbqt,-8.066
1521.pdbqt,-8.066
1026.pdbqt,-8.066
3362.pdbqt,-8.066
1394.pdbqt,-8.066
6294.pdbqt,-8.066
2909.pdbqt,-8.065
4787.pdbqt,-8.065
26.pdbqt,-8.065
4633.pdbqt,-8.065
5415.pdbqt,-8.065
2304.pdbqt,-8.065
1949.pdbqt,-8.064
3877.pdbqt,-8.064
4100.pdbqt,-8.064
3850.pdbqt,-8.063
2929.pdbqt,-8.063
5451.pdbqt,-8.063
8922.pdbqt,-8.062
4818.pdbqt,-8.062
5649.pdbqt,-8.062
2880.pdbqt,-8.062
1174.pdbqt,-8.062
2142.pdbqt,-8.062
6537.pdbqt,-8.061
7666.pdbqt,-8.061
9087.pdbqt,-8.061
2027.pdbqt,-8.061
2641.pdbqt,-8.061
3161.pdbqt,-8.061
8823.pdbqt,-8.061
5929.pdbqt,-8.061
8636.pdbqt,-8.06
6143.pdbqt,-8.06
3013.pdbqt,-8.06
738.pdbqt,-8.06
5300.pdbqt,-8.059
2303.pdbqt,-8.059
4758.pdbqt,-8.058
594.pdbqt,-8.058
5654.pdbqt,-8.058
566.pdbqt,-8.058
5927.pdbqt,-8.057
3522.pdbqt,-8.057
3205.pdbqt,-8.057
4043.pdbqt,-8.055
6148.pdbqt,-8.055
4655.pdbqt,-8.055
2135.pdbqt,-8.054
3269.pdbqt,-8.054
7062.pdbqt,-8.054
5569.pdbqt,-8.054
1214.pdbqt,-8.054
6058.pdbqt,-8.054
3083.pdbqt,-8.053
4843.pdbqt,-8.052
7413.pdbqt,-8.052
2015.pdbqt,-8.052
3231.pdbqt,-8.052
4486.pdbqt,-8.051
6131.pdbqt,-8.051
1222.pdbqt,-8.051
6273.pdbqt,-8.05
1951.pdbqt,-8.05
6297.pdbqt,-8.05
3644.pdbqt,-8.05
3462.pdbqt,-8.049
7536.pdbqt,-8.048
2906.pdbqt,-8.048
718.pdbqt,-8.048
2939.pdbqt,-8.048
8603.pdbqt,-8.048
2446.pdbqt,-8.048
6814.pdbqt,-8.048
4564.pdbqt,-8.047
7645.pdbqt,-8.047
1828.pdbqt,-8.047
4422.pdbqt,-8.047
2797.pdbqt,-8.046
3859.pdbqt,-8.046
2812.pdbqt,-8.046
804.pdbqt,-8.046
6440.pdbqt,-8.046
4549.pdbqt,-8.046
853.pdbqt,-8.046
5413.pdbqt,-8.045
2381.pdbqt,-8.045
1809.pdbqt,-8.045
1799.pdbqt,-8.045
4676.pdbqt,-8.045
6733.pdbqt,-8.045
7200.pdbqt,-8.045
8597.pdbqt,-8.044
3288.pdbqt,-8.044
6413.pdbqt,-8.044
5587.pdbqt,-8.043
4456.pdbqt,-8.043
826.pdbqt,-8.043
8522.pdbqt,-8.043
1238.pdbqt,-8.043
6654.pdbqt,-8.042
3252.pdbqt,-8.042
8283.pdbqt,-8.042
4892.pdbqt,-8.042
3282.pdbqt,-8.042
3449.pdbqt,-8.042
5376.pdbqt,-8.042
4763.pdbqt,-8.041
5751.pdbqt,-8.041
6033.pdbqt,-8.041
8549.pdbqt,-8.041
681.pdbqt,-8.04
6139.pdbqt,-8.04
6372.pdbqt,-8.04
4176.pdbqt,-8.04
1106.pdbqt,-8.039
4179.pdbqt,-8.039
4403.pdbqt,-8.039
6116.pdbqt,-8.039
4149.pdbqt,-8.039
7348.pdbqt,-8.039
1798.pdbqt,-8.039
8163.pdbqt,-8.039
6019.pdbqt,-8.039
8016.pdbqt,-8.039
9111.pdbqt,-8.038
8625.pdbqt,-8.038
4493.pdbqt,-8.038
7917.pdbqt,-8.038
4414.pdbqt,-8.038
8690.pdbqt,-8.037
6359.pdbqt,-8.037
5915.pdbqt,-8.036
2370.pdbqt,-8.036
1595.pdbqt,-8.036
2490.pdbqt,-8.036
1741.pdbqt,-8.035
2069.pdbqt,-8.035
3274.pdbqt,-8.035
4578.pdbqt,-8.035
5182.pdbqt,-8.035
6428.pdbqt,-8.035
5540.pdbqt,-8.035
4572.pdbqt,-8.035
4057.pdbqt,-8.034
79.pdbqt,-8.034
948.pdbqt,-8.034
6424.pdbqt,-8.034
4238.pdbqt,-8.034
8543.pdbqt,-8.034
6395.pdbqt,-8.033
4450.pdbqt,-8.033
7215.pdbqt,-8.033
317.pdbqt,-8.033
6165.pdbqt,-8.033
6155.pdbqt,-8.033
2989.pdbqt,-8.033
2064.pdbqt,-8.033
8561.pdbqt,-8.032
1440.pdbqt,-8.032
3477.pdbqt,-8.032
9143.pdbqt,-8.032
377.pdbqt,-8.032
3456.pdbqt,-8.032
6124.pdbqt,-8.032
3994.pdbqt,-8.032
3470.pdbqt,-8.031
3953.pdbqt,-8.031
893.pdbqt,-8.031
2985.pdbqt,-8.031
4827.pdbqt,-8.031
4725.pdbqt,-8.031
7686.pdbqt,-8.031
1178.pdbqt,-8.031
4943.pdbqt,-8.03
2561.pdbqt,-8.03
2596.pdbqt,-8.03
9174.pdbqt,-8.03
354.pdbqt,-8.03
8348.pdbqt,-8.03
2849.pdbqt,-8.029
7788.pdbqt,-8.029
355.pdbqt,-8.029
4872.pdbqt,-8.029
1511.pdbqt,-8.029
6145.pdbqt,-8.029
3867.pdbqt,-8.028
5378.pdbqt,-8.027
8123.pdbqt,-8.027
8133.pdbqt,-8.027
2175.pdbqt,-8.027
5778.pdbqt,-8.027
2208.pdbqt,-8.027
6810.pdbqt,-8.027
5272.pdbqt,-8.027
996.pdbqt,-8.027
8993.pdbqt,-8.027
4298.pdbqt,-8.026
5854.pdbqt,-8.026
3681.pdbqt,-8.026
7378.pdbqt,-8.026
8657.pdbqt,-8.026
4459.pdbqt,-8.026
8432.pdbqt,-8.026
5988.pdbqt,-8.026
7929.pdbqt,-8.025
4356.pdbqt,-8.025
5547.pdbqt,-8.025
4811.pdbqt,-8.025
8436.pdbqt,-8.024
6289.pdbqt,-8.024
6966.pdbqt,-8.024
1944.pdbqt,-8.024
8185.pdbqt,-8.024
8386.pdbqt,-8.023
3626.pdbqt,-8.023
8530.pdbqt,-8.023
6077.pdbqt,-8.023
8444.pdbqt,-8.023
3816.pdbqt,-8.023
2350.pdbqt,-8.023
5610.pdbqt,-8.022
6857.pdbqt,-8.022
7399.pdbqt,-8.022
2228.pdbqt,-8.022
1301.pdbqt,-8.022
6613.pdbqt,-8.022
7146.pdbqt,-8.021
1254.pdbqt,-8.021
2964.pdbqt,-8.021
6651.pdbqt,-8.021
6300.pdbqt,-8.021
7861.pdbqt,-8.02
2678.pdbqt,-8.02
182.pdbqt,-8.02
5362.pdbqt,-8.019
1364.pdbqt,-8.019
7011.pdbqt,-8.019
8224.pdbqt,-8.019
7282.pdbqt,-8.019
6994.pdbqt,-8.019
4863.pdbqt,-8.018
3271.pdbqt,-8.018
413.pdbqt,-8.018
1193.pdbqt,-8.018
922.pdbqt,-8.018
8521.pdbqt,-8.017
5131.pdbqt,-8.017
3411.pdbqt,-8.017
3735.pdbqt,-8.017
1493.pdbqt,-8.017
4223.pdbqt,-8.017
8706.pdbqt,-8.016
8211.pdbqt,-8.016
224.pdbqt,-8.016
497.pdbqt,-8.016
559.pdbqt,-8.016
644.pdbqt,-8.016
7493.pdbqt,-8.016
4236.pdbqt,-8.016
6010.pdbqt,-8.015
8110.pdbqt,-8.015
8199.pdbqt,-8.015
1776.pdbqt,-8.015
297.pdbqt,-8.014
7053.pdbqt,-8.014
8388.pdbqt,-8.014
188.pdbqt,-8.014
2207.pdbqt,-8.014
6524.pdbqt,-8.014
7041.pdbqt,-8.014
1558.pdbqt,-8.014
344.pdbqt,-8.014
5871.pdbqt,-8.014
2365.pdbqt,-8.014
6353.pdbqt,-8.013
4076.pdbqt,-8.013
2745.pdbqt,-8.013
5985.pdbqt,-8.013
1263.pdbqt,-8.013
3675.pdbqt,-8.013
1284.pdbqt,-8.012
3523.pdbqt,-8.012
2581.pdbqt,-8.012
5588.pdbqt,-8.011
764.pdbqt,-8.011
7422.pdbqt,-8.011
8919.pdbqt,-8.011
9171.pdbqt,-8.011
5712.pdbqt,-8.011
1866.pdbqt,-8.01
1540.pdbqt,-8.01
7222.pdbqt,-8.01
6092.pdbqt,-8.009
2033.pdbqt,-8.009
4462.pdbqt,-8.009
4936.pdbqt,-8.009
7628.pdbqt,-8.009
5905.pdbqt,-8.009
5717.pdbqt,-8.009
6553.pdbqt,-8.009
2982.pdbqt,-8.009
8697.pdbqt,-8.008
5973.pdbqt,-8.008
5273.pdbqt,-8.007
5262.pdbqt,-8.007
552.pdbqt,-8.007
5007.pdbqt,-8.007
238.pdbqt,-8.007
6955.pdbqt,-8.007
7128.pdbqt,-8.007
6123.pdbqt,-8.007
4246.pdbqt,-8.006
1244.pdbqt,-8.006
3308.pdbqt,-8.006
8278.pdbqt,-8.006
8616.pdbqt,-8.006
8707.pdbqt,-8.006
2102.pdbqt,-8.006
7522.pdbqt,-8.006
3868.pdbqt,-8.005
4288.pdbqt,-8.005
3519.pdbqt,-8.005
4539.pdbqt,-8.004
7304.pdbqt,-8.004
3344.pdbqt,-8.004
5933.pdbqt,-8.004
3408.pdbqt,-8.003
2856.pdbqt,-8.003
1253.pdbqt,-8.003
1408.pdbqt,-8.003
7027.pdbqt,-8.003
2311.pdbqt,-8.003
4343.pdbqt,-8.003
7771.pdbqt,-8.002
7489.pdbqt,-8.002
8683.pdbqt,-8.002
4577.pdbqt,-8.001
1192.pdbqt,-8.001
4944.pdbqt,-8.001
6923.pdbqt,-8.001
5688.pdbqt,-8.001
5484.pdbqt,-8.0
4318.pdbqt,-8.0
8819.pdbqt,-8.0
5111.pdbqt,-8.0
3969.pdbqt,-7.999
7963.pdbqt,-7.999
9025.pdbqt,-7.999
7465.pdbqt,-7.998
8371.pdbqt,-7.998
4677.pdbqt,-7.998
4314.pdbqt,-7.998
1877.pdbqt,-7.997
7119.pdbqt,-7.997
2537.pdbqt,-7.997
1677.pdbqt,-7.997
6936.pdbqt,-7.997
6063.pdbqt,-7.997
5934.pdbqt,-7.997
1327.pdbqt,-7.997
141.pdbqt,-7.996
5792.pdbqt,-7.996
5613.pdbqt,-7.996
5395.pdbqt,-7.996
5665.pdbqt,-7.996
4681.pdbqt,-7.996
7546.pdbqt,-7.996
3707.pdbqt,-7.996
8640.pdbqt,-7.996
458.pdbqt,-7.995
5815.pdbqt,-7.995
1255.pdbqt,-7.995
8140.pdbqt,-7.995
4815.pdbqt,-7.995
819.pdbqt,-7.995
8393.pdbqt,-7.994
1278.pdbqt,-7.994
8982.pdbqt,-7.994
2082.pdbqt,-7.994
6845.pdbqt,-7.994
8787.pdbqt,-7.994
8083.pdbqt,-7.994
1993.pdbqt,-7.994
666.pdbqt,-7.994
2295.pdbqt,-7.994
5883.pdbqt,-7.994
55.pdbqt,-7.993
1699.pdbqt,-7.993
5689.pdbqt,-7.993
2995.pdbqt,-7.993
3318.pdbqt,-7.993
8895.pdbqt,-7.993
3126.pdbqt,-7.992
2316.pdbqt,-7.992
5624.pdbqt,-7.992
3914.pdbqt,-7.992
8479.pdbqt,-7.992
9120.pdbqt,-7.991
8815.pdbqt,-7.991
320.pdbqt,-7.991
4069.pdbqt,-7.991
5830.pdbqt,-7.991
665.pdbqt,-7.991
1917.pdbqt,-7.99
1087.pdbqt,-7.99
6636.pdbqt,-7.99
4947.pdbqt,-7.99
4833.pdbqt,-7.99
3032.pdbqt,-7.99
8850.pdbqt,-7.99
7969.pdbqt,-7.99
7189.pdbqt,-7.99
4777.pdbqt,-7.99
3864.pdbqt,-7.99
7176.pdbqt,-7.989
8251.pdbqt,-7.989
7223.pdbqt,-7.989
7473.pdbqt,-7.989
